id,book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count
2683,12160906,12160906,17131961,54,1250000971,9781250000970,Jeffrey Archer,2012,The Sins of the Father,"The Sins of the Father (The Clifton Chronicles, #2)",eng,4.01,27456,37091,2578
2684,187811,187811,2013718,58,60725117,9780060725110,Meg Cabot,2000,Shadowland,"Shadowland (The Mediator, #1)",eng,4.04,51580,54526,2123
2685,3047849,3047849,3078640,38,61566128,9780061566130,Sara Shepard,2009,Killer ,"Killer (Pretty Little Liars, #6)",eng,4.07,39702,42312,1431
2686,4898,4898,1848380,60,1591396190,9781591396190,"W. Chan Kim, Renée Mauborgne",2004,Blue Ocean Strategy: How to Create Uncontested Market Space and Make Competition Irrelevant,Blue Ocean Strategy: How To Create Uncontested Market Space And Make The Competition Irrelevant,,3.86,30665,32514,679
2687,6431790,6431790,6682611,40,316036196,9780316036190,James Patterson,2010,Fang,"Fang (Maximum Ride, #6)",eng,4.07,48964,51208,2533
2688,8546358,8546358,13414212,34,553807226,9780553807230,Sarah Addison Allen,2011,The Peach Keeper ,The Peach Keeper,en-US,3.84,45468,49478,6009
2689,815234,815234,359311,36,152026320,9780152026320,"Audrey Wood, Don    Wood",1984,The Napping House,The Napping House,,4.27,37773,38717,1089
2690,27239265,27239265,45640572,15,,,Matthew FitzSimmons,2015,,"The Short Drop (Gibson Vaughn, #1)",eng,4.15,32641,33222,2229
2691,33453,33453,2015399,37,60590297,9780060590290,Christopher Moore,2007,You Suck ,"You Suck (A Love Story, #2)",eng,3.82,38818,41307,2586
2692,18104607,18104607,25423130,41,,,Jamie McGuire,2014,Beautiful Oblivion,"Beautiful Oblivion (The Maddox Brothers, #1)",eng,4.13,54391,58308,6034
2693,77711,77711,1253374,67,812515285,9780812515280,Vernor Vinge,1992,A Fire Upon The Deep,"A Fire Upon the Deep (Zones of Thought, #1)",eng,4.13,37986,40508,1801
2694,6709,6709,3437032,17,1577311957,9781577311960,Eckhart Tolle,1999,"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from The Power of Now","Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from the Power of Now",,4.25,29256,30308,410
2695,19469,19469,816295,36,038532328X,9780385323280,Caroline B. Cooney,1990,The Face on the Milk Carton,"The Face on the Milk Carton (Janie Johnson, #1)",en-US,3.72,43334,45923,2293
2696,413158,413158,402389,17,067984483X,9780679844840,Robert Lopshire,1960,Put Me in the Zoo,Put Me in the Zoo,eng,4.13,38809,39657,375
2697,6448470,6448470,10823062,51,61935085,9780061935080,Sophie Jordan,2010,"Firelight (Firelight, #1)","Firelight (Firelight, #1)",en-US,3.88,51815,54550,4384
2698,9809,9809,68476,125,156453800,9780156453810,"Italo Calvino, William Weaver",1972,Le città invisibili,Invisible Cities,eng,4.19,32253,39121,2844
2699,11096647,11096647,16018629,27,,,Jessica Park,2011,Flat-Out Love ,"Flat-Out Love (Flat-Out Love, #1)",eng,4.01,47644,51947,5104
2700,17905709,17905709,25086415,63,1741666708,9781741666700,Richard Flanagan,2013,The Narrow Road to the Deep North,The Narrow Road to the Deep North,eng,4,25197,34935,4927
2701,26582,26582,1049526,51,452281423,9780452281420,"A.N. Roquelaure, Anne Rice",1983,The Claiming of Sleeping Beauty,"The Claiming of Sleeping Beauty (Sleeping Beauty, #1)",en-US,3.28,38387,42828,3713
2702,6114607,6114607,6292672,4,143116231,9780143116230,Jennifer Worth,2002, Call the midwife : a true story of the East End in the 1950s,"The Midwife: A Memoir of Birth, Joy, and Hard Times",en-US,4.17,19176,39141,5112
2703,10882,10882,1999152,42,222109073X,9782221090730,Hunter S. Thompson,1966,Hell's Angels,Hell's Angels: A Strange and Terrible Saga,fre,4,27819,33303,1173
2704,9758764,9758764,14648079,27,1451617720,9781451617730,Jennifer Weiner,2010,Then Came You,Then Came You,en-US,3.69,36469,38893,2729
2705,395922,395922,1659113,86,61020001,9780061020000,L.J. Smith,1991,The Awakening,"The Awakening (The Vampire Diaries, #1)",eng,3.41,44222,52682,2899
2706,73070,73070,2268839,47,380776839,9780380776830,Susan Elizabeth Phillips,1994,It Had to Be You,"It Had to Be You (Chicago Stars, #1)",eng,4.04,45961,49486,1754
2707,13707738,13707738,14420600,45,393343448,9780393343440,Michael   Lewis,2011,Boomerang: Travels in the New Third World,Boomerang: Travels in the New Third World,eng,3.87,15616,32446,1933
2708,7227174,7227174,7415348,31,743294270,9780743294270,Jennifer Weiner,2010,Fly Away Home,Fly Away Home,eng,3.66,37026,39401,2405
2709,14662,14662,1028281,685,140447644,9780140447640,"Stendhal, Roger Gard",1830,Le Rouge et le Noir,The Red and the Black,eng,3.87,33346,42298,1273
2710,16183,16183,3459181,51,743269268,9780743269260,Philippa Gregory,2004,The Virgin's Lover,"The Virgin's Lover (The Plantagenet and Tudor Novels, #13)",en-US,3.69,40065,43438,2065
2711,332775,332775,323310,49,340893605,9780340893610,Catherine Fisher,2007,Incarceron,"Incarceron (Incarceron, #1)",eng,3.64,43524,52010,5087
2712,10800916,10800916,14442368,20,312624689,9780312624680,C.C. Hunter,2011,Awake at Dawn,"Awake at Dawn (Shadow Falls, #2)",en-US,4.29,46269,47959,1660
2713,452157,452157,440780,10,451213041,9780451213040,Bev Vincent,2004,The Road to the Dark Tower: Exploring Stephen King's Magnum Opus,The Road to the Dark Tower: Exploring Stephen King's Magnum Opus,,4.29,32163,32226,53
2714,9462795,9462795,10862992,47,62011995,9780062011990,Josephine Angelini,2011,Starcrossed,"Starcrossed (Starcrossed, #1)",en-US,4.08,49448,55202,4837
2715,7739934,7739934,10545964,55,312590989,9780312590990,Alyson Noel,2010,Night Star,"Night Star (The Immortals, #5)",eng,3.82,43998,45867,1347
2716,67238,67238,1207563,46,553282980,9780553282990,N.H. Kleinbaum,1988,Dead Poets Society ,Dead Poets Society,eng,4.21,33645,37221,752
2717,23745132,23745132,42744285,1,,,Emily Bleeker,2015,,Wreckage,en-GB,3.66,25533,33818,2745
2718,63720,63720,819126,61,552154229,9780552154220,Terry Pratchett,1999,The Fifth Elephant,"The Fifth Elephant (Discworld, #24; City Watch, #5)",eng,4.24,40138,47106,969
2719,1524173,1524173,6627897,54,1741661285,9781741661290,John Flanagan,2006,The Sorcerer in the North,"The Sorcerer in the North (Ranger's Apprentice, #5)",eng,4.25,39795,45418,1327
2720,639864,639864,2066960,210,876120834,9780876120840,Paramahansa Yogananda,1946,Autobiography of a Yogi,Autobiography of a Yogi,en-US,4.22,26713,31616,1408
2721,9595650,9595650,14482685,29,345522494,9780345522500,Kevin Hearne,2011,"Hexed (Iron Druid Chronicles, #2)","Hexed (The Iron Druid Chronicles, #2)",eng,4.22,39926,44505,2245
2722,1325218,1325218,145600,29,590431978,9780590431970,"Alvin Schwartz, Stephen Gammell",1981,Scary Stories to Tell in the Dark,"Scary Stories to Tell in the Dark (Scary Stories, #1)",eng,4.05,38879,40077,1512
2723,26109394,26109394,45536239,42,525955097,9780525955090,Harlan Coben,2016,Fool Me Once,Fool Me Once,eng,3.9,30788,45468,4096
2724,27323,27323,1014091,102,679721037,9780679721030,John Hersey,1946,Hiroshima,Hiroshima,eng,3.94,41338,43336,2062
2725,6316171,6316171,6501420,33,316041440,9780316041450,Jennifer Brown,2009,Hate List,Hate List,eng,4.03,39677,44189,4285
2726,15283043,15283043,20938637,21,62235656,9780062235660,Kasie West,2013,,The Distance Between Us,eng,3.95,44366,46604,5514
2727,3873,3873,2011826,66,517223120,9780517223120,Karen Armstrong,1975,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam","A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",eng,3.85,32506,34576,1143
2728,16131032,16131032,17606564,35,316129070,9780316129080,James S.A. Corey,2013,Abaddon's Gate,"Abaddon's Gate (The Expanse, #3)",eng,4.18,27860,39495,2417
2729,5932,5932,2103337,179,143039962,9780143039970,"Pablo Neruda, W.S. Merwin, Cristina García",1924,Veinte poemas de amor y una canción desesperada,Twenty Love Poems and a Song of Despair,eng,4.33,31606,37910,1505
2730,382549,382549,17028815,76,425116840,9780425116840,Tom Clancy,1988,The Cardinal of the Kremlin,"The Cardinal of the Kremlin (Jack Ryan Universe, #5)",en-US,4.01,37672,39699,507
2731,1062516,1062516,562143,15,590930028,9780590930020,David Shannon,1998,"No, David!","No, David!",en-US,4.11,36963,37186,1885
2732,18414,18414,2798280,810,140449108,9780140449100,"Thomas More, Paul Turner",1516,"Libellus vere aureus, nec minus salutaris quam festivus, de optimo rei publicae statu deque nova insula Utopia",Utopia,eng,3.5,36680,44234,1887
2733,1099301,1099301,1086172,46,316113662,9780316113660,"Pseudonymous Bosch, Gilbert Ford",2007,The Name of This Book Is Secret,"The Name of This Book Is Secret (Secret, #1)",en-US,4.04,39440,42190,3180
2734,18053060,18053060,25337746,20,62280678,9780062280670,Danielle  Paige,2014,Dorothy Must Die,"Dorothy Must Die (Dorothy Must Die, #1)",eng,3.84,44785,49019,7881
2735,16429,16429,944272,67,553804790,9780553804800,Dean Koontz,2006,The Husband,The Husband,eng,3.8,36233,38254,1638
2736,7048800,7048800,7299170,45,385501129,9780385501120,Aimee Bender,2010,The Particular Sadness of Lemon Cake,The Particular Sadness of Lemon Cake,eng,3.19,42885,48388,9036
2737,6588,6588,1877371,80,446610224,9780446610220,James Patterson,2003,The Big Bad Wolf  ,"The Big Bad Wolf  (Alex Cross, #9)",en-US,3.97,37060,40235,938
2738,533465,533465,1482438,45,385722206,9780385722210,"Dai Sijie, Ina Rilke",2000,Balzac et la Petite Tailleuse chinoise,Balzac and the Little Chinese Seamstress,en-US,3.63,39927,43440,3558
2739,18813642,18813642,26563816,25,62282719,9780062282710,Roxane Gay,2014,Bad Feminist ,Bad Feminist,eng,3.91,41012,43890,5030
2740,226709,226709,3311862,79,671729470,9780671729480,V.C. Andrews,1980,Petals on the Wind,"Petals on the Wind (Dollanganger, #2)",en-US,3.82,40354,44314,1667
2741,6690,6690,824600,125,375814256,9780375814260,"Roald Dahl, Quentin Blake",1975,Danny: The Champion of the World,Danny the Champion of the World,,4.07,39802,45049,1844
2742,9160695,9160695,14039744,49,1594202842,9781594202840,Amy Chua,2011,,Battle Hymn of the Tiger Mother,eng,3.61,34710,38736,6270
2743,19351043,19351043,27411330,22,,,Noelle Stevenson,2015,Nimona,Nimona,eng,4.2,44825,51980,6660
2744,1192,1192,5387,4,1400052580,9781400052580,Giada De Laurentiis,2005,Everyday Italian: 125 Simple and Delicious Recipes,Everyday Italian: 125 Simple and Delicious Recipes,,3.97,32751,32871,209
2745,6537,6537,1455041,108,425204693,9780425204700,Patricia Cornwell,1995,From Potter's Field,"From Potter's Field (Kay Scarpetta, #6)",eng,4.02,41377,43955,636
2746,84736,84736,3267280,85,446619035,9780446619040,James Patterson,2005,"Mary, Mary","Mary, Mary (Alex Cross, #11)",eng,3.93,36926,39428,1136
2747,15055,15055,1411520,66,,,Jeanette Winterson,1985,Oranges Are Not the Only Fruit,Oranges Are Not the Only Fruit,eng,3.75,35082,40314,1912
2748,16139641,16139641,21970115,8,,,R.K. Lilley,2013,Grounded (Up In The Air #3),"Grounded (Up in the Air, #3)",en-GB,4.29,53089,53385,2252
2749,19427193,7977973,7364012,10,8188575704,9788188575700,Ravinder Singh,2007,I Too Had A Love Story,I Too Had a Love Story,eng,3.64,24307,29161,1616
2750,25051,25051,2208078,31,64401480,9780064401490,"Betty MacDonald, Alexandra Boiger",1947,Mrs. Piggle-Wiggle,"Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle, #1)",eng,4.16,44068,45128,1080
2751,58962,58962,449499,99,312941919,9780312941920,Michael Connelly,1997,Trunk Music,"Trunk Music (Harry Bosch, #5; Harry Bosch Universe, #6)",eng,4.15,34702,40002,1105
2752,18505796,18505796,26365939,29,62265423,9780062265420,Dan   Harris,2014,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works","10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",eng,3.93,33969,39748,3485
2753,120230,120230,115766,4,1400054346,9781400054340,"Ina Garten, Quentin Bacon",2006,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,,4.16,32611,32744,178
2754,32504,32504,1473598,105,446690449,9780446690450,Michael Connelly,1998,Blood Work,"Blood Work (Harry Bosch Universe, #8; Terry McCaleb #1)",eng,4.11,34296,37494,999
2755,41821,41821,1253407,100,1857989341,9781857989340,Isaac Asimov,1972,The Gods Themselves,The Gods Themselves,eng,4.08,35247,39537,1150
2756,6393047,6393047,6581527,25,545060478,9780545060480,Peter Lerangis,2010,,"The Viper's Nest (39 Clues, #7)",eng,3.97,37663,38140,555
2757,7742,7742,10803,29,60838744,9780060838740,Sena Jeter Naslund,1999,,"Ahab's Wife, or The Star-Gazer",en-US,4.02,34603,36184,2360
2758,13570,13570,15710,15,345470575,9780345470580,"CLAMP, Anthony Gerard",2004,ツバサ-RESERVoir CHRoNiCLE- 1,"Tsubasa: RESERVoir CHRoNiCLE, Vol. 01",eng,4.12,34661,34843,330
2759,8962,8962,724928,86,316905712,9780316905720,Darren Shan,2000,"Cirque Du Freak (Cirque du Freak, #1) ","A Living Nightmare (Cirque Du Freak, #1)",,4.07,38753,43056,2916
2760,297627,297627,797,36,1563898586,9781563898590,"Alan Moore, Kevin O'Neill",2000,"The League of Extraordinary Gentlemen, Vol. I","The League of Extraordinary Gentlemen, Vol. 1",eng,3.93,40404,41818,1201
2761,169756,169756,163928,32,763622591,9780763622600,M.T. Anderson,2002,Feed,Feed,eng,3.54,42426,44867,5504
2762,3819326,3819326,3863622,38,425226921,9780425226930,Nalini Singh,2009,,"Angels' Blood (Guild Hunter, #1)",eng,4.12,53738,58508,3599
2763,752900,752900,2936587,304,486275485,9780486275480,"Euripides, Rex Warner",-431,Mήδεια,Medea,en-GB,3.83,40237,42957,1037
2764,6342491,6342491,6528619,28,1423118235,9781423118240,Cinda Williams Chima,2009,The Demon King,"The Demon King (Seven Realms, #1)",en-US,4.2,46756,49524,4018
2765,821056,821056,1128612,83,842314296,9780842314300,Hannah Hurnard,1955,Hinds' Feet on High Places,Hinds' Feet on High Places,,4.3,33398,35312,933
2766,38333,38333,2283546,24,037542380X,9780375423800,Charles Burns,1995,Black Hole,Black Hole,eng,3.83,33070,34624,1849
2767,19358975,19358975,27422060,22,1607069318,9781607069320,"Brian K. Vaughan, Fiona Staples",2014,"Saga, Volume Three","Saga, Vol. 3 (Saga, #3)",eng,4.56,47549,49016,3506
2768,20263040,20263040,27228790,64,804178747,9780804178750,Lee Child,2014,Personal,"Personal (Jack Reacher, #19)",eng,3.9,19107,39053,3156
2769,15994634,15994634,21763986,32,1250028647,9781250028650,Therese Anne Fowler,2013,Z: A Novel of Zelda Fitzgerald,Z: A Novel of Zelda Fitzgerald,eng,3.82,27563,36787,4020
2770,4979,4979,1119459,64,081297736X,9780812977360,Kurt Vonnegut Jr.,2005,A Man Without a Country,A Man Without a Country,eng,4.07,29859,32094,2044
2771,17667452,6780660,6982184,25,,,Catherine Ryan Hyde,2009,When I Found You,When I Found You,en,3.92,16032,32004,2506
2772,25893693,25893693,45775594,20,1101883073,9781101883080,Martha Hall Kelly,2016,Lilac Girls,Lilac Girls,eng,4.31,42421,55514,6679
2773,552894,552894,2208374,57,316017701,9780316017700,"James Patterson, Maxine Paetro",2008,7th Heaven,"7th Heaven (Women's Murder Club, #7)",eng,4.06,38503,42493,1604
2774,23664710,23664710,43272201,48,593073894,9780593073900,Lee Child,2015,Make Me,"Make Me (Jack Reacher, #20)",en-US,3.95,20999,37423,3420
2775,18428067,18428067,19926928,49,770436420,9780770436420,Anthony Marra,2013,A Constellation of Vital Phenomena,A Constellation of Vital Phenomena,eng,4.13,23374,35300,5576
2776,13496738,13496738,19040270,23,,,Abbi Glines,2012,While It Lasts,"While It Lasts (Sea Breeze, #3)",eng,4.24,49620,51999,2236
2777,13414676,13414676,18713903,41,307594033,9780307594040,Will Schwalbe,2012,The End of Your Life Bookclub,The End of Your Life Book Club,eng,3.81,35412,39636,6644
2778,1672727,1672727,1667738,17,1416913184,9781416913180,Lauren Barnholdt,2007,Two-Way Street,Two-Way Street,,3.8,42028,42774,1848
2779,16001443,16001443,21763059,25,,,Raine Miller,2012,All in,"All In (The Blackstone Affair, #2)",eng,4.11,48278,50265,2033
2780,1814843,1814843,6627899,44,174166134X,9781741661350,John Flanagan,2006,The Siege of Macindaw,"The Siege of Macindaw (Ranger's Apprentice, #6)",eng,4.33,37607,41857,1195
2781,49221,49221,894384,87,60652381,9780060652390,C.S. Lewis,1961,A Grief Observed,A Grief Observed,en-US,4.26,35913,38154,1930
2782,22416,22416,23442,13,1563894459,9781563894460,"Warren Ellis, Darick Robertston, Garth Ennis",1998,"Transmetropolitan, Vol. 1: Back on the Street","Transmetropolitan, Vol. 1: Back on the Street (Transmetropolitan, #1)",eng,4.23,30790,34691,868
2783,13833,13833,3094151,35,1416903372,9781416903380,Tamora Pierce,1994,"Emperor Mage (Immortals, #3)","Emperor Mage (Immortals, #3)",en-US,4.3,44115,47156,629
2784,8099187,8099187,12842742,39,307590615,9780307590620,George W. Bush,2010,Decision Points,Decision Points,eng,3.77,28943,31666,2557
2785,6387565,6387565,6575836,67,,,"James Patterson, Gabrielle Charbonnet",2009,Witch & Wizard,"Witch & Wizard (Witch & Wizard, #1)",eng,3.57,28291,47545,4345
2786,386286,386286,778444,71,64400581,9780064400590,"Jean Craighead George, John Schoenherr",1972,Julie of the Wolves,"Julie of the Wolves (Julie of the Wolves, #1)",eng,3.79,46442,47637,1320
2787,37743,37743,746503,47,033039780X,9780330397800,Judy Blume,1975,Forever . . .,Forever . . .,eng,3.63,42164,46688,3377
2788,22609391,22609391,42099162,30,1476728747,9781476728740,David McCullough,2015,The Wright Brothers,The Wright Brothers,eng,4.16,35786,41469,4425
2789,31231,31231,2254814,67,752858556,9780752858560,Robert Ludlum,1979,The Matarese Circle,The Matarese Circle (Matarese #1),,4.03,32016,33144,264
2790,3147367,3147367,3178858,17,1400063256,9781400063250,Jon Meacham,2008,American Lion: Andrew Jackson in the White House,American Lion: Andrew Jackson in the White House,en-US,3.76,32564,33439,1378
2791,15842230,15842230,21412154,45,446573051,9780446573050,David Baldacci,2012,The Forgotten,"The Forgotten (John Puller, #2)",eng,4.07,27953,37559,2540
2792,16065004,16065004,21855448,25,765378558,9780765378550,Brandon Sanderson,2015,Shadows of Self,"Shadows of Self (Mistborn, #5)",eng,4.3,32170,40479,2804
2793,17262155,17262155,23858953,89,345807952,9780345807950,Helen Fielding,2013,Mad About the Boy,"Mad About the Boy (Bridget Jones, #3)",eng,3.32,30713,39587,5593
2794,30633,30633,14816053,85,6280897,9780006280900,C.S. Lewis,1960,The Four Loves,The Four Loves,en-US,4.16,29684,32510,1109
2795,20639274,32822135,26343327,41,,,Mia Sheridan,2014,Archer's Voice,Archer's Voice,eng,4.45,53131,60020,7779
2796,11010251,11010251,15929266,39,042524413X,9780425244140,Alyson Richman,2011,The Lost Wife,The Lost Wife,eng,4.2,33427,35931,3949
2797,10505,10505,2094829,50,847826465,9780847826470,"Umberto Eco, Girolamo De Michele, Alastair McEwen",2004,Storia della bellezza,History of Beauty,eng,3.77,33893,34445,169
