id,isbn,isbn13,authors,original_publication_year,original_title,title,language_code
668,159420571X,9781590000000,Celeste Ng,2014,Everything I Never Told You,Everything I Never Told You,eng
669,553383809,9780550000000,"Isabel Allende, Magda Bogin",1982,La casa de los espíritus,The House of the Spirits,en-US
670,451155750,9780450000000,Stephen King,1979,The Dead Zone,The Dead Zone,en-US
671,646418432,9780650000000,"Agatha Christie, Ροζίτα Σώκου",1920,The Mysterious Affair at Styles,"The Mysterious Affair at Styles (Hercule Poirot, #1)",eng
672,425200450,9780430000000,Agatha Christie,1934,Murder in the Calais Coach,"Murder on the Orient Express (Hercule Poirot, #10)",eng
673,307271080,9780310000000,Chimamanda Ngozi Adichie,2013,Americanah,Americanah,eng
674,446611085,9780450000000,James Patterson,2001,Suzanne's Diary for Nicholas,Suzanne's Diary for Nicholas,eng
675,451167805,9780450000000,Stephen King,1980,Firestarter,Firestarter,eng
676,425263924,9780430000000,Sylvia Day,2013,Entwined with You,"Entwined with You (Crossfire, #3)",eng
677,307266303,9780310000000,Christopher McDougall,2009,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen","Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",eng
678,1616203218,9781620000000,Gabrielle Zevin,2014,The Storied Life of A.J. Fikry,The Storied Life of A.J. Fikry,eng
679,590133373,9780590000000,Ludwig Bemelmans,1939,Mad About Madeline,Madeline,en-GB
680,1585424331,9781590000000,Napoleon Hill,1937,Think and Grow Rich,Think and Grow Rich: The Landmark Bestseller - Now Revised and Updated for the 21st Century,eng
681,60885378,9780060000000,"Laura Ingalls Wilder, Garth Williams",1932,Little House In The Big Woods,"Little House in the Big Woods (Little House, #1)",eng
682,765356155,9780770000000,Susanna Clarke,2004,Jonathan Strange & Mr Norrell,Jonathan Strange & Mr Norrell,eng
683,446696137,9780450000000,Nicholas Sparks,2001,A Bend in the Road,A Bend in the Road,eng
684,1423146727,9781420000000,Rick Riordan,2013,The House of Hades,"The House of Hades (The Heroes of Olympus, #4)",eng
685,61448761,9780060000000,Michael  Grant,2008,Gone,"Gone (Gone, #1)",eng
686,446615862,9780450000000,Nicholas Sparks,2003,The Wedding,"The Wedding (The Notebook, #2)",en-US
687,743226720,9780740000000,David McCullough,2005,1776,1776,eng
688,330419129,9780330000000,Jon Krakauer,2003,Under the Banner of Heaven: A Story of Violent Faith,Under the Banner of Heaven: A Story of Violent Faith,eng
689,61928127,9780060000000,Jess Walter,2012,Beautiful Ruins,Beautiful Ruins,eng
690,307237699,9780310000000,Barack Obama,2006,The Audacity of Hope: Thoughts on Reclaiming the American Dream,The Audacity of Hope: Thoughts on Reclaiming the American Dream,en-US
691,743455967,9780740000000,Stephen King,1999,On Writing: A Memoir of the Craft,On Writing: A Memoir of the Craft,eng
692,312364083,9780310000000,Kristin Hannah,2008,Firefly Lane,"Firefly Lane (Firefly Lane, #1)",en-US
693,345418972,9780350000000,Michael Crichton,1987,Sphere,Sphere,eng
694,312348673,9780310000000,Emily Giffin,2008,Love the One You're With,Love the One You're With,en-US
695,316206873,9780320000000,"Robert Galbraith, J.K. Rowling",2014,The Silkworm,"The Silkworm (Cormoran Strike, #2)",eng
696,345476883,9780350000000,Anne Rice,1985,The Vampire Lestat,"The Vampire Lestat (The Vampire Chronicles, #2)",eng
697,62049801,9780060000000,Ann Patchett,2011,State of Wonder,State of Wonder,eng
698,374533571,9780370000000,Matthew Quick,2008,The Silver Linings Playbook,The Silver Linings Playbook,en-US
699,076072850X,9780760000000,"Jules Verne, Anthony Bonner",1869,Vingt Mille Lieues Sous les Mers,Twenty Thousand Leagues Under the Sea,eng
700,743272498,9780740000000,Philippa Gregory,2005,The Constant Princess,"The Constant Princess (The Plantagenet and Tudor Novels, #6)",en-US
701,151009988,9780150000000,"Virginia Woolf, Maureen Howard",1925,Mrs Dalloway,Mrs. Dalloway,en-US
702,1843913720,9781840000000,"Jonas Jonasson, Rod Bradbury",2009,Hundraåringen som klev ut genom fönstret och försvann,The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,en-GB
703,067102423X,9780670000000,Stephen King,1998,Bag of Bones,Bag of Bones,en-US
704,786226749,9780790000000,John Irving,1985,The Cider House Rules,The Cider House Rules,eng
705,451190750,9780450000000,"Richard Bachman, Stephen King",1984,Thinner,Thinner,en-GB
706,014044906X,9780140000000,"Jules Verne, Michael Glencross, Brian W. Aldiss",1872,Le tour du monde en quatre-vingts jours,Around the World in Eighty Days,eng
707,60739495,9780060000000,Sharon Creech,1994,Walk Two Moons,Walk Two Moons,eng
708,60589280,9780060000000,"Paulo Coelho, Margaret Jull Costa",2003,Onze minutos,Eleven Minutes,eng
709,316767727,9780320000000,J.D. Salinger,1953,Nine Stories,Nine Stories,eng
710,031610969X,9780320000000,Julie Powell,2005,"Julie & Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen","Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living",eng
711,1416912045,9781420000000,Neal Shusterman,2007,Unwind,"Unwind (Unwind, #1)",eng
712,385335989,9780390000000,Diana Gabaldon,1996,"Drums of Autumn (Outlander, #4)","Drums of Autumn (Outlander, #4)",eng
713,399256768,9780400000000,Marie Lu,2013,Prodigy,"Prodigy (Legend, #2)",eng
714,074348276X,9780740000000,William Shakespeare,1603,The Tragedie of King Lear,King Lear,eng
715,435233076,9780440000000,Arthur Miller,1949,Death of a Salesman,Death of a Salesman,eng
716,446579920,9780450000000,Nicholas Sparks,2007,The Choice,The Choice,en-US
717,545422906,9780550000000,Kate Egan,2012,,The Hunger Games: Official Illustrated Movie Companion,en-US
718,,,William Faulkner,1929,The Sound and the Fury,The Sound and the Fury,eng
719,452287588,9780450000000,Eckhart Tolle,2005,A New Earth: Awakening to Your Life's Purpose,A New Earth: Awakening to Your Life's Purpose,eng
720,1591164419,9781590000000,Tite Kubo,2002,BLEACH―ブリーチ―　1,"Bleach, Volume 01",eng
721,1451666179,9781450000000,Allie Brosh,2013,,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",eng
722,812513738,9780810000000,Robert Jordan,1992,The Shadow Rising ,"The Shadow Rising (Wheel of Time, #4)",en-US
723,192076920X,9781920000000,Gregory David Roberts,2003,Shantaram,Shantaram,eng
724,441015891,9780440000000,Charlaine Harris,2008,From Dead to Worse,"From Dead to Worse (Sookie Stackhouse, #8)",eng
725,670032565,9780670000000,"Stephen King, Ned Dameron",1991,The Waste Lands,"The Waste Lands (The Dark Tower, #3)",eng
726,451188454,9780450000000,Jeffery Deaver,1997,The Bone Collector,"The Bone Collector (Lincoln Rhyme, #1)",en-US
727,375408266,9780380000000,"Bernhard Schlink, Carol Brown Janeway",1995,Der Vorleser,The Reader,eng
728,805047905,9780810000000,"Bill Martin Jr., Eric Carle",1967,"Brown Bear, Brown Bear, What Do You See?","Brown Bear, Brown Bear, What Do You See?",eng
729,553283685,9780550000000,Dan Simmons,1989,Hyperion,"Hyperion (Hyperion Cantos, #1)",eng
730,142000698,9780140000000,John Steinbeck,1947,The Pearl of the World,The Pearl,eng
731,61007226,9780060000000,William Peter Blatty,1971,The Exorcist,The Exorcist,en-US
732,031612558X,9780320000000,Stephenie Meyer,2009,The Short Second Life of Bree Tanner,"The Short Second Life of Bree Tanner: An Eclipse Novella (Twilight, #3.5)",eng
733,067976402X,9780680000000,David Guterson,1994,Snow Falling on Cedars,Snow Falling on Cedars,eng
734,440174643,9780440000000,Alex Haley,1976,Roots,Roots: The Saga of an American Family,en-US
735,930289455,9780930000000,"Alan Moore, Brian Bolland, Tim Sale",1988,Batman: The Killing Joke ,Batman: The Killing Joke,eng
736,679732764,9780680000000,Ralph Ellison,1952,Invisible Man,Invisible Man,eng
737,374105235,9780370000000,Ishmael Beah,2007,A Long Way Gone. Memoirs of a Boy Soldier,A Long Way Gone: Memoirs of a Boy Soldier,en-US
738,689862202,9780690000000,Robert C. O'Brien,1971,Mrs. Frisby and the Rats of NIMH,"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)",
739,751514624,9780750000000,Stephen King,1982,Different Seasons,Different Seasons,eng
740,60529962,9780060000000,"Laura Ingalls Wilder, Garth Williams",1953,The Little House Collection,"The Little House Collection (Little House, #1-9)",
741,143035479,9780140000000,Melissa Bank,1998,The Girls' Guide to Hunting and Fishing,The Girls' Guide to Hunting and Fishing,
742,,,Hugh Howey,2012,Wool Omnibus,"Wool Omnibus (Silo, #1)",eng
743,380813815,9780380000000,Christopher Moore,2002,"Lamb: The Gospel According to Biff, Christ's Childhood Pal","Lamb: The Gospel According to Biff, Christ's Childhood Pal",en-US
744,1577314808,9781580000000,Eckhart Tolle,1997,The Power of Now,The Power of Now: A Guide to Spiritual Enlightenment,eng
745,399159010,9780400000000,Jenny  Lawson,2012,Let's Pretend This Never Happened (A Mostly True Memoir),Let's Pretend This Never Happened: A Mostly True Memoir,eng
746,553804677,9780550000000,Scott Lynch,2006,The Lies of Locke Lamora,"The Lies of Locke Lamora (Gentleman Bastard, #1)",eng
747,64471837,9780060000000,Garth Nix,1995,Sabriel,"Sabriel (Abhorsen,  #1)",en-US
748,441017150,9780440000000,Charlaine Harris,2009,Dead and Gone,"Dead and Gone (Sookie Stackhouse, #9)",eng
749,1439102767,9781440000000,Jodi Picoult,2013,The Storyteller,The Storyteller,eng
750,1620610078,9781620000000,Jennifer L. Armentrout,2011,Obsidian,"Obsidian (Lux, #1)",eng
751,345418905,9780350000000,Douglas Adams,1982,"Life, the Universe and Everything","Life, the Universe and Everything (Hitchhiker's Guide, #3)",eng
752,1619630621,9781620000000,Sarah J. Maas,2013,Crown of Midnight,"Crown of Midnight (Throne of Glass, #2)",en-CA
753,1932664084,9781930000000,Bryan Lee O'Malley,2004,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life","Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",eng
754,1416586288,9781420000000,Jeannette Walls,2008,Half Broke Horses: A True Life Novel,Half Broke Horses,eng
755,61020680,9780060000000,Terry Pratchett,1987,Mort,"Mort (Death, #1; Discworld, #4)",eng
756,373210086,9780370000000,Julie Kagawa,2010,"The Iron King (The Iron Fey, #1) ","The Iron King (The Iron Fey, #1)",eng
757,067168390X,9780670000000,Larry McMurtry,1985,Lonesome Dove,Lonesome Dove,en-US
758,393324826,9780390000000,Mary Roach,2003,Stiff: The Curious Lives of Human Cadavers,Stiff: The Curious Lives of Human Cadavers,eng
759,1595143173,9781600000000,Richelle Mead,2011,Bloodlines,"Bloodlines (Bloodlines, #1)",en-US
760,765342405,9780770000000,Orson Scott Card,1998,Ender's Shadow,"Ender's Shadow (Ender's Shadow, #1)",eng
761,385342020,9780390000000,Sophie Kinsella,2009,Twenties Girl,Twenties Girl,eng
762,340606517,9780340000000,Thomas Keneally,1982,Schindler's Ark,Schindler's List,eng
763,452287065,9780450000000,Toni Morrison,1970,The Bluest Eye,The Bluest Eye,eng
764,1416563687,9781420000000,Philippa Gregory,2009,The White Queen,"The White Queen (The Plantagenet and Tudor Novels, #2)",eng
765,345350685,9780350000000,"Malcolm X, Alex Haley",1965,The Autobiography of Malcolm X,The Autobiography of Malcolm X,eng
766,1563892278,9781560000000,"Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger",1989,Preludes & Nocturnes,Preludes & Nocturnes (The Sandman #1),eng
767,345465083,9780350000000,Laura Hillenbrand,1999,Seabiscuit,Seabiscuit: An American Legend,en-US
768,038073186X,9780380000000,Dennis Lehane,2003,Shutter Island,Shutter Island,eng
769,553328255,9780550000000,Arthur Conan Doyle,1894,The Complete Sherlock Holmes,The Complete Sherlock Holmes,eng
770,198320272,9780200000000,"William Shakespeare, Roma Gill",1599,The Tragedy of Julius Caesar,Julius Caesar,eng
771,307408841,9780310000000,Erik Larson,2011,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin","In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",eng
772,140449140,9780140000000,"Plato, Desmond Lee",-380,Πολιτεία,The Republic,eng
773,074347757X,9780740000000,William Shakespeare,1593,The Taming of the Shrew,The Taming of the Shrew,en-US
774,312642970,9780310000000,Marissa Meyer,2014,Cress,"Cress (The Lunar Chronicles, #3)",eng
775,006621131X,9780070000000,Patti Smith,2010,Just Kids,Just Kids,en-US
776,714836257,9780710000000,Phaidon Press,1997,,The Art Book,eng
777,767905180,9780770000000,Jane Green,2001,Jemima J,Jemima J,en-US
778,451527887,9780450000000,"Victor Hugo, Walter J. Cobb",1831,Notre-Dame de Paris,The Hunchback of Notre-Dame,eng
779,140003065X,9781400000000,Rohinton Mistry,1996,A Fine Balance,A Fine Balance,eng
780,836220889,9780840000000,"Bill Watterson, G.B. Trudeau",1987,Calvin and Hobbes,Calvin and Hobbes,en-US
781,689865406,9780690000000,Scott Westerfeld,2006,Specials,"Specials (Uglies, #3)",eng
782,543898083,9780540000000,Kate Chopin,1899,The Awakening,The Awakening,eng
783,031237982X,9780310000000,"P.C. Cast, Kristin Cast",2009,Hunted,"Hunted (House of Night, #5)",eng
784,1401303277,9781400000000,Mitch Albom,2006,For One More Day,For One More Day,en-US
785,425144372,9780430000000,Tom Clancy,1989,Clear and Present Danger,"Clear and Present Danger (Jack Ryan Universe, #6)",eng
786,60513098,9780060000000,Shel Silverstein,1996,Falling Up,Falling Up,en-US
787,61992704,9780060000000,Justin Halpern,2010,Sh*t My Dad Says,Sh*t My Dad Says,
788,2020336464,9782020000000,"Irvine Welsh, Eric Lindor Fall",1993,Trainspotting,Trainspotting,fre
789,553803727,9780550000000,Isaac Asimov,1952,Foundation and Empire,Foundation and Empire (Foundation #2),eng
790,1878424505,9781880000000,Miguel Ruiz,1997,"The Four Agreements: A Practical Guide to Personal Freedom, A Toltec Wisdom Book",The Four Agreements: A Practical Guide to Personal Freedom,
791,743296435,9780740000000,Jodi Picoult,2010,House Rules,House Rules,en-US
792,394709306,9780390000000,"Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern",1812,Brüder Grimm: Kinder- und Hausmärchen,The Complete Grimm's Fairy Tales,eng
793,744583276,9780740000000,E.L. Konigsburg,1967,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,eng
794,1476727651,9781480000000,Stephen King,2013,Doctor Sleep,"Doctor Sleep (The Shining, #2)",eng
795,140285679,9780140000000,Nick Hornby,1998,About a Boy,About a Boy,en-US
796,,,Samantha Young,2012,On Dublin Street,"On Dublin Street (On Dublin Street, #1)",eng
797,1434768511,9781430000000,"Francis Chan, Danae Yankoski, Chris Tomlin",2008,Crazy Love: Overwhelmed by a Relentless God,Crazy Love: Overwhelmed by a Relentless God,eng
798,7173687,9780010000000,Dr. Seuss,1960,"One Fish, Two Fish, Red Fish, Blue Fish","One Fish, Two Fish, Red Fish, Blue Fish",
799,,9780430000000,Dean Koontz,1987,Watchers,Watchers,
800,553213873,9780550000000,Helen Keller,1902,The Story of My Life,The Story of My Life,eng
801,052595127X,9780530000000,Jonathan Tropper,2009,This Is Where I Leave You,This is Where I Leave You,eng
802,446563080,9780450000000,Seth Grahame-Smith,2010,Abraham Lincoln: Vampire Hunter,Abraham Lincoln: Vampire Hunter,en-US
803,1591826039,9781590000000,"Natsuki Takaya, Alethea Nibley, Athena Nibley",1999,フルーツバスケット 1,"Fruits Basket, Vol. 1",eng
804,743482832,9780740000000,William Shakespeare,1623,The Tempest,The Tempest,en-US
805,1905654944,9781910000000,"P.C. Cast, Kristin Cast",2010,Burned: A House of Night Novel,"Burned (House of Night, #7)",eng
806,340829788,9780340000000,"Stephen King, Dave McKean",1997,Wizard and Glass,"Wizard and Glass (The Dark Tower, #4)",eng
807,385351399,9780390000000,Dave Eggers,2013,The Circle,The Circle,eng
808,439813786,9780440000000,Brian Selznick,2007,The Invention of Hugo Cabret,The Invention of Hugo Cabret,eng
809,60776099,9780060000000,"Aldous Huxley, Christopher Hitchens",1932,Brave New World/Brave New World Revisited,Brave New World / Brave New World Revisited,eng
810,1591169151,9781590000000,Bisco Hatori,2003,桜蘭高校ホスト部 1,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club, #1)",eng
811,778316556,9780780000000,Mary Kubica,2014,The Good Girl,The Good Girl,eng
812,,,Abbi Glines,2012,"Fallen Too Far (Too Far, #1)","Fallen Too Far (Rosemary Beach, #1; Too Far, #1)",eng
813,1250049377,9781250000000,Rainbow Rowell,2014,Landline,Landline,eng
814,1905654588,9781910000000,"P.C. Cast, Kristin Cast",2008,Tempted,"Tempted (House of Night, #6)",eng
815,375706674,9780380000000,Cormac McCarthy,2005,No Country for Old Men,No Country for Old Men,eng
816,7230206,9780010000000,Hilary Mantel,2009,Wolf Hall,"Wolf Hall (Thomas Cromwell, #1)",eng
817,006441034X,9780060000000,Diana Wynne Jones,1986,Howl's Moving Castle,"Howl's Moving Castle (Howl's Moving Castle, #1)",eng
818,2226131906,9782230000000,"Stephen King, William Olivier Desmond",2001,Dreamcatcher,Dreamcatcher,fre
819,691096120,9780690000000,Henry David Thoreau,1854,Walden; or Life in the Woods,Walden,eng
820,571225381,9780570000000,Kazuo Ishiguro,1989,The Remains of the Day,The Remains of the Day,eng
821,446547654,9780450000000,Nicholas Sparks,2010,The Best of Me,The Best of Me,en-US
822,224094157,9780220000000,Julian Barnes,2011,The Sense of an Ending,The Sense of an Ending,eng
823,312938993,9780310000000,Sue Grafton,1982,A is for Alibi,"A is for Alibi (Kinsey Millhone, #1)",en-US
824,1580495931,9781580000000,"Sophocles, J.E. Thomas",-430,Οἰδίπους Τύραννος,"Oedipus Rex  (The Theban Plays, #1)",eng
